,train_type,epoch,model_q,human_q,win
1072,eig_7e-6,2,0,0,0.5
1073,eig_7e-6,2,0,0,0.5
1074,eig_7e-6,2,0,0,1.0
1075,eig_7e-6,2,1,0,1.0
1076,eig_7e-6,2,0,0,0.5
1077,eig_7e-6,2,0,0,1.0
1078,eig_7e-6,2,1,1,1.0
1079,eig_7e-6,2,0,0,0.5
1080,eig_7e-6,2,1,1,0.5
1081,eig_7e-6,2,1,1,0.5
1082,eig_7e-6,2,1,0,1.0
1083,eig_7e-6,2,0,0,0.5
1084,eig_7e-6,2,1,1,0.5
1085,eig_7e-6,2,0,0,0.5
1086,eig_7e-6,2,0,1,0.5
1087,eig_7e-6,2,1,1,0.5
1088,eig_7e-6,2,1,1,0.5
1089,eig_7e-6,2,0,0,0.5
1090,eig_7e-6,2,0,0,0.5
1091,eig_7e-6,2,1,1,1.0
1092,eig_7e-6,2,0,0,0.5
1093,eig_7e-6,2,1,1,1.0
1094,eig_7e-6,2,1,0,1.0
1095,eig_7e-6,2,0,0,0.5
1096,eig_7e-6,2,1,0,0.5
1097,eig_7e-6,2,0,0,0.0
1098,eig_7e-6,2,0,0,1.0
1099,eig_7e-6,2,1,1,0.5
1100,eig_7e-6,2,0,1,0.5
1101,eig_7e-6,2,0,0,0.5
1102,eig_7e-6,2,1,1,1.0
1103,eig_7e-6,2,1,0,0.5
1104,eig_7e-6,2,0,0,0.5
1105,eig_7e-6,2,0,0,0.5
1106,eig_7e-6,2,1,0,1.0
1107,eig_7e-6,2,1,1,0.5
1108,eig_7e-6,2,0,1,1.0
1109,eig_7e-6,2,1,1,1.0
1110,eig_7e-6,2,1,1,1.0
1111,eig_7e-6,2,0,1,0.5
1112,eig_7e-6,2,0,0,0.5
1113,eig_7e-6,2,0,0,0.5
1114,eig_7e-6,2,0,0,0.5
1115,eig_7e-6,2,1,0,1.0
1116,eig_7e-6,2,1,0,1.0
1117,eig_7e-6,2,0,0,0.5
1118,eig_7e-6,2,1,1,0.5
1119,eig_7e-6,2,1,1,0.5
1120,eig_7e-6,2,0,1,0.0
1121,eig_7e-6,2,0,1,0.5
1122,eig_7e-6,2,1,0,1.0
1123,eig_7e-6,2,1,1,0.5
1124,eig_7e-6,2,1,0,1.0
1125,eig_7e-6,2,0,1,0.5
1126,eig_7e-6,2,0,1,1.0
1127,eig_7e-6,2,1,0,1.0
1128,eig_7e-6,2,1,1,0.5
1129,eig_7e-6,2,0,0,0.5
1130,eig_7e-6,2,1,0,1.0
1131,eig_7e-6,2,0,0,0.5
1132,eig_7e-6,2,0,0,0.5
1133,eig_7e-6,2,0,0,0.0
1134,eig_7e-6,2,0,1,0.5
1135,eig_7e-6,2,0,0,0.0
1136,eig_7e-6,2,0,0,0.5
1137,eig_7e-6,2,1,0,0.5
1138,eig_7e-6,2,1,0,0.5
1139,eig_7e-6,2,0,1,0.0
1140,eig_7e-6,2,1,1,0.5
1141,eig_7e-6,2,0,0,0.5
1142,eig_7e-6,2,0,1,0.5
1143,eig_7e-6,2,1,0,0.5
1144,eig_7e-6,2,1,0,0.5
1145,eig_7e-6,2,0,1,0.5
1146,eig_7e-6,2,0,0,0.0
1147,eig_7e-6,2,0,0,0.5
1148,eig_7e-6,2,1,1,1.0
1149,eig_7e-6,2,0,0,0.5
1150,eig_7e-6,2,1,1,0.5
1151,eig_7e-6,2,0,0,0.5
1152,eig_7e-6,2,0,0,0.5
1153,eig_7e-6,2,0,0,0.5
1154,eig_7e-6,2,1,0,1.0
1155,eig_7e-6,2,0,0,0.5
1156,eig_7e-6,2,1,1,1.0
1157,eig_7e-6,2,0,0,0.5
1158,eig_7e-6,2,1,0,0.5
1159,eig_7e-6,2,0,0,0.5
1160,eig_7e-6,2,1,1,1.0
1161,eig_7e-6,2,1,1,0.5
1162,eig_7e-6,2,0,0,0.5
1163,eig_7e-6,2,0,0,0.5
1164,eig_7e-6,2,1,1,0.0
1165,eig_7e-6,2,1,1,1.0
1166,eig_7e-6,2,1,0,1.0
1167,eig_7e-6,2,1,0,0.5
1168,eig_7e-6,2,0,0,0.5
1169,eig_7e-6,2,1,0,0.5
1170,eig_7e-6,2,0,0,0.5
1171,eig_7e-6,2,1,1,1.0
1172,eig_7e-6,2,1,0,0.0
1173,eig_7e-6,2,1,1,0.5
1174,eig_7e-6,2,1,1,0.5
1175,eig_7e-6,2,1,0,0.0
1176,eig_7e-6,2,1,1,1.0
1177,eig_7e-6,2,0,1,0.5
1178,eig_7e-6,2,1,1,0.5
1179,eig_7e-6,2,1,0,1.0
1180,eig_7e-6,2,0,0,0.5
1181,eig_7e-6,2,1,0,0.5
1182,eig_7e-6,2,0,0,0.5
1183,eig_7e-6,2,0,0,0.5
1184,eig_7e-6,2,0,0,0.5
1185,eig_7e-6,2,0,1,0.5
1186,eig_7e-6,2,0,0,0.5
1187,eig_7e-6,2,0,0,0.5
1188,eig_7e-6,2,0,0,0.5
1189,eig_7e-6,2,0,0,0.5
1190,eig_7e-6,2,1,1,1.0
1191,eig_7e-6,2,0,0,0.5
1192,eig_7e-6,2,0,0,0.5
1193,eig_7e-6,2,0,0,0.5
1194,eig_7e-6,2,0,0,0.5
1195,eig_7e-6,2,1,1,0.5
1196,eig_7e-6,2,1,0,0.5
1197,eig_7e-6,2,0,1,0.5
1198,eig_7e-6,2,0,0,0.5
1199,eig_7e-6,2,0,0,0.5
